Id,Altitude,Slope_Orientation,Slope,Horizontal_Distance_To_Water,Vertical_Distance_To_Water,Horizontal_Distance_To_Roadways,Shadow_Index_9h,Shadow_Index_12h,Shadow_Index_15h,Horizontal_Distance_To_Fire_Points,Canopy_Density,Rainfall_Summer,Rainfall_Winter,Wind_Exposure_Level,Soil_Type,Wilderness_Area,Vegetation_Type
12015,2744,321,23,400,185,1075,155,211,193,751,42.64,212.96,393.9,64.8,Type_33,Area_3,Type_6
12019,2612,301,24,90,32,1318,147,222,212,864,40.47,290.19,943.13,60.61,Type_33,Area_3,Type_6
12027,2599,28,21,30,10,1071,207,190,111,912,74.95,437.2,1072.17,14.01,Type_20,Area_3,Type_6
12028,2636,336,26,124,49,1224,152,194,175,1959,63.91,345.65,972.52,9.57,Type_13,Area_3,Type_6
12040,2647,332,24,90,34,1456,156,202,180,1719,42.41,194.29,400.68,18.53,Type_13,Area_3,Type_6
12041,2651,3,21,60,32,1431,187,195,141,1745,67.41,268.45,971.6,58.38,Type_13,Area_3,Type_6
12045,2594,309,32,108,66,1600,116,200,215,1574,73.59,394.12,735.36,50.11,Type_13,Area_3,Type_6
12047,2659,15,21,0,0,1416,196,191,126,1771,53.76,382.14,705.42,41.38,Type_13,Area_3,Type_6
12056,2670,5,21,0,0,1434,187,193,138,1758,60.59,354.29,745.08,35.75,Type_13,Area_3,Type_6
12071,1889,28,22,150,23,120,205,185,108,759,57.83,239.72,637.65,28.95,Type_1,Area_4,Type_6
12075,2596,316,24,95,41,1756,150,212,199,1422,54.26,323.55,645.25,24.91,Type_13,Area_3,Type_6
12076,1927,4,36,120,78,95,149,147,116,666,82.52,266.55,807.57,16.81,Type_5,Area_4,Type_6
12079,2760,330,24,124,7,1379,155,202,183,1879,31.44,281.16,269.63,63.53,Type_13,Area_3,Type_6
12080,2786,348,19,192,-15,1279,180,205,161,2021,75.85,359.68,519.83,56.07,Type_13,Area_3,Type_6
12085,1899,355,22,153,43,124,178,195,151,819,34.46,153.39,442.77,34.87,Type_5,Area_4,Type_6
12091,2771,30,29,256,141,1266,197,163,85,618,46.38,171.23,889.63,35.46,Type_33,Area_3,Type_6
12094,1925,352,22,210,74,182,176,197,155,779,80.94,387.36,879.19,32.1,Type_5,Area_4,Type_6
12101,2739,335,17,67,13,1614,179,215,173,1622,54.41,214.93,1019.08,54.53,Type_13,Area_3,Type_6
12104,1922,50,29,108,43,218,219,165,62,659,77.83,191.4,722.34,32.38,Type_1,Area_4,Type_6
12105,1953,41,34,182,98,180,201,145,54,916,48.11,163.06,843.74,59.58,Type_5,Area_4,Type_6
12108,2757,59,25,175,84,1200,230,181,70,524,47.82,172.18,1086.62,30.08,Type_24,Area_3,Type_6
12110,1954,47,32,218,99,210,213,155,55,927,41.16,449.2,167.25,61.81,Type_1,Area_4,Type_6
12111,1959,10,34,270,108,240,164,153,110,842,36.66,168.39,312.71,46.95,Type_5,Area_4,Type_6
12113,2795,321,21,0,0,1510,162,215,190,1805,46.05,157.72,353.66,37.6,Type_13,Area_3,Type_6
12115,1932,251,26,30,10,240,154,247,224,743,89.74,246.88,459.59,49.4,Type_1,Area_4,Type_6
12117,2732,328,21,216,20,1764,165,211,184,1480,58.38,431.93,191.19,51.01,Type_13,Area_3,Type_6
12118,2750,314,24,170,16,1719,147,213,202,1537,78.12,268.75,1069.81,6.12,Type_13,Area_3,Type_6
12119,2077,344,27,330,228,301,156,188,164,875,77.34,298.88,858.9,54.74,Type_5,Area_4,Type_6
12125,2834,1,12,162,27,1431,203,218,152,1995,49.65,189.25,96.24,58.56,Type_31,Area_3,Type_6
12127,1972,50,21,162,12,210,224,190,90,558,46.16,449.82,839.22,37.83,Type_1,Area_4,Type_6
12128,2000,61,13,240,78,300,230,211,111,875,89.34,191.54,352.03,15.5,Type_1,Area_4,Type_6
12129,2079,324,32,360,230,330,126,189,193,908,70.22,277.18,1101.99,33.05,Type_5,Area_4,Type_6
12138,2835,344,16,108,33,1507,185,213,165,1900,66.48,162.13,276.09,17.23,Type_31,Area_3,Type_6
12141,1995,238,22,210,73,330,175,252,209,834,66.08,271.71,568.89,17.38,Type_1,Area_4,Type_6
12142,2033,344,36,390,182,361,125,159,157,953,87.65,185.72,789.65,6.89,Type_5,Area_4,Type_6
12150,2093,325,34,362,29,390,117,182,193,977,45.1,157.76,181.82,20.58,Type_5,Area_4,Type_6
12158,2010,280,19,301,88,390,165,238,212,886,34.66,271.77,278.82,39.66,Type_1,Area_4,Type_6
12159,2096,312,27,350,32,420,137,209,207,1012,53.5,426.26,424.28,36.0,Type_5,Area_4,Type_6
12164,2840,344,19,201,45,1706,179,207,165,1677,43.87,304.02,300.13,34.31,Type_13,Area_3,Type_6
12165,2106,341,35,382,42,450,127,166,164,1001,50.63,161.78,968.97,5.39,Type_5,Area_4,Type_6
12170,2118,1,20,42,15,408,187,198,144,361,51.74,173.93,527.49,36.86,Type_10,Area_4,Type_6
12172,2047,260,24,382,-10,459,155,245,224,949,82.77,397.29,1067.26,11.24,Type_1,Area_4,Type_6
12173,2158,320,11,247,94,481,191,229,178,1054,32.35,445.9,230.73,10.82,Type_2,Area_4,Type_6
12180,2001,54,17,67,16,228,228,202,102,426,36.35,176.21,516.56,18.3,Type_1,Area_4,Type_6
12181,1986,10,19,42,14,371,196,199,136,551,46.68,182.53,1085.57,21.23,Type_10,Area_4,Type_6
12182,2145,247,24,228,81,510,164,250,218,1061,83.42,342.19,745.27,35.54,Type_1,Area_4,Type_6
12183,2160,148,8,212,96,514,231,240,141,1033,63.0,436.16,195.42,43.29,Type_2,Area_4,Type_6
12190,2857,311,14,306,62,1806,181,229,188,1604,56.03,395.97,1185.52,35.32,Type_13,Area_3,Type_6
12208,2175,332,23,180,46,573,159,204,180,218,64.88,394.88,777.33,38.92,Type_10,Area_4,Type_6
12212,2016,40,28,150,40,470,210,168,78,560,60.54,310.2,1147.28,34.48,Type_10,Area_4,Type_6
12213,2017,281,13,351,-40,601,183,241,197,853,89.5,424.81,142.46,33.34,Type_1,Area_4,Type_6
12216,2639,331,13,0,0,1416,188,223,174,1203,56.57,193.2,929.22,49.57,Type_20,Area_3,Type_6
12219,2190,39,26,240,60,603,212,175,85,212,36.09,295.57,930.61,15.73,Type_10,Area_4,Type_6
12224,2061,344,29,67,43,426,151,183,163,459,59.12,426.38,580.15,37.17,Type_10,Area_4,Type_6
12234,2071,323,33,30,26,424,121,187,196,391,42.73,370.32,352.11,10.59,Type_10,Area_4,Type_6
12235,2098,8,28,108,-3,488,177,174,124,481,58.39,199.41,497.47,11.08,Type_10,Area_4,Type_6
12244,2086,323,33,30,26,446,118,185,196,390,85.64,197.82,593.03,53.67,Type_10,Area_4,Type_6
12246,2157,47,29,300,105,360,216,165,65,301,36.81,368.27,1098.2,46.35,Type_10,Area_4,Type_6
12250,2245,52,20,390,115,661,226,193,92,0,88.2,367.69,339.84,24.93,Type_2,Area_4,Type_6
12251,2224,43,15,400,103,571,221,205,114,90,70.07,234.8,530.97,57.8,Type_2,Area_4,Type_6
12258,2144,30,37,124,-36,616,184,137,63,547,63.67,266.33,92.47,22.52,Type_10,Area_4,Type_6
12262,2137,357,32,247,-43,745,153,165,136,700,54.66,346.95,257.76,50.09,Type_10,Area_4,Type_6
12267,2226,47,19,371,176,437,223,195,99,256,32.36,356.67,510.96,53.68,Type_2,Area_4,Type_6
12274,2110,32,30,127,60,192,198,159,79,553,72.43,432.41,1097.12,13.24,Type_10,Area_4,Type_6
12279,2195,314,36,30,14,636,105,187,210,513,70.3,248.82,899.69,57.44,Type_10,Area_4,Type_6
12280,2174,344,31,240,-6,785,144,176,161,713,53.35,271.25,392.97,10.01,Type_10,Area_4,Type_6
12299,2247,20,25,95,66,721,193,177,110,591,35.74,261.16,674.68,19.78,Type_10,Area_4,Type_6
12310,2254,323,26,85,58,722,145,203,193,577,73.18,177.2,594.99,44.4,Type_10,Area_4,Type_6
12328,2286,14,31,234,105,870,175,161,108,726,36.76,238.71,1168.25,36.38,Type_6,Area_4,Type_6
12329,2277,354,25,335,96,900,169,187,149,832,84.72,152.77,434.53,22.68,Type_10,Area_4,Type_6
12334,2290,2,20,330,92,900,187,197,143,845,87.39,345.46,870.06,25.21,Type_10,Area_4,Type_6
12372,2732,39,6,30,3,1050,220,227,142,1423,53.8,414.14,1021.07,25.24,Type_20,Area_3,Type_6
12388,2741,284,15,0,0,1047,176,239,202,1476,57.08,182.47,604.9,49.91,Type_20,Area_3,Type_6
12525,2222,65,34,127,-18,900,229,152,28,960,30.97,185.13,292.52,42.65,Type_5,Area_4,Type_6
12526,2149,51,25,90,21,720,223,178,76,787,65.5,227.26,872.45,63.91,Type_5,Area_4,Type_6
12538,2286,319,29,124,76,900,134,200,200,659,73.27,208.49,882.3,27.97,Type_10,Area_4,Type_6
12552,2352,328,3,323,89,1045,212,236,162,730,38.07,397.75,679.46,45.31,Type_6,Area_4,Type_6
12570,2339,26,23,192,76,1176,202,183,108,752,37.81,247.28,497.99,62.75,Type_5,Area_4,Type_6
12581,2327,320,20,162,102,979,166,218,190,618,78.12,284.15,938.9,39.18,Type_5,Area_4,Type_6
12582,2063,319,31,67,26,430,125,194,200,576,84.9,441.77,804.11,8.59,Type_10,Area_4,Type_6
12583,2089,325,33,95,55,371,121,184,192,531,75.4,395.72,1072.64,60.44,Type_10,Area_4,Type_6
12603,2323,264,12,162,67,1020,189,245,195,569,58.25,271.12,942.17,54.63,Type_5,Area_4,Type_6
12605,2090,35,26,216,70,258,208,175,90,484,79.24,392.8,574.88,54.7,Type_4,Area_4,Type_6
12615,2349,314,17,283,124,1101,172,224,191,570,84.56,384.07,245.47,43.79,Type_6,Area_4,Type_6
12616,2070,316,23,60,29,513,153,214,198,680,68.95,352.52,953.12,58.39,Type_10,Area_4,Type_6
12630,2112,20,31,212,120,242,181,157,96,503,74.29,308.39,618.11,56.71,Type_10,Area_4,Type_6
12631,2028,334,24,60,30,297,157,200,178,513,59.41,181.25,887.24,20.08,Type_10,Area_4,Type_6
12650,2116,26,27,150,70,247,195,170,97,518,85.02,169.07,451.51,26.97,Type_10,Area_4,Type_6
12651,2109,39,30,124,63,242,205,159,70,514,53.68,336.98,294.94,24.33,Type_10,Area_4,Type_6
12676,2159,13,24,242,86,342,190,184,124,591,75.19,396.85,771.78,63.9,Type_10,Area_4,Type_6
12677,2150,34,26,192,84,309,207,175,91,569,47.66,405.15,844.19,37.92,Type_10,Area_4,Type_6
12688,2336,300,16,162,62,1148,175,232,197,474,40.38,200.78,533.05,12.79,Type_5,Area_4,Type_6
12720,2302,6,13,30,0,1146,204,215,147,242,33.51,188.71,1112.54,54.76,Type_16,Area_4,Type_6
12722,2097,10,23,150,70,433,189,188,130,664,35.08,424.37,903.03,64.14,Type_10,Area_4,Type_6
12736,2312,6,13,30,5,1173,203,214,147,218,58.08,416.59,340.22,48.37,Type_16,Area_4,Type_6
12738,2119,310,23,124,49,666,150,217,203,872,65.32,358.43,249.01,62.67,Type_10,Area_4,Type_6
12739,2133,292,26,150,70,642,139,225,221,853,85.39,322.25,564.17,7.43,Type_10,Area_4,Type_6
12752,2333,333,17,108,36,1218,180,216,175,342,38.22,305.66,803.18,9.33,Type_10,Area_4,Type_6
12754,2136,307,24,162,66,661,147,218,208,876,33.26,447.03,739.69,30.19,Type_10,Area_4,Type_6
12771,2334,343,21,85,22,1236,171,202,166,268,73.06,362.5,675.95,51.87,Type_10,Area_4,Type_6
12773,2142,344,28,150,70,703,153,184,162,918,40.71,167.86,738.39,24.33,Type_10,Area_4,Type_6
12790,2160,348,30,162,79,722,148,175,155,942,51.55,446.4,955.75,42.99,Type_10,Area_4,Type_6
12805,2349,340,22,85,33,1291,168,202,169,255,79.03,443.97,1097.62,22.3,Type_10,Area_4,Type_6
12806,2206,319,27,283,136,661,139,203,198,900,79.5,214.82,598.22,5.46,Type_10,Area_4,Type_6
12807,2113,322,33,85,46,514,120,188,197,781,44.22,275.01,491.34,49.56,Type_10,Area_4,Type_6
12816,2199,343,30,216,125,743,145,179,163,973,36.07,393.24,965.02,11.62,Type_10,Area_4,Type_6
12817,2234,18,27,258,31,633,187,172,109,886,77.54,423.39,773.72,43.76,Type_10,Area_4,Type_6
12833,2162,323,37,134,89,577,103,174,197,842,52.4,305.17,922.91,9.09,Type_10,Area_4,Type_6
12834,2187,325,36,190,125,589,110,177,193,849,55.05,212.46,670.56,52.78,Type_10,Area_4,Type_6
12844,2149,59,28,85,8,379,228,168,55,973,38.98,158.45,329.87,7.91,Type_10,Area_4,Type_6
12864,2261,43,29,150,58,685,211,163,68,949,54.04,241.34,1109.9,40.53,Type_10,Area_4,Type_6
12877,2240,297,30,277,153,853,123,215,225,964,67.4,393.07,1146.33,14.53,Type_10,Area_4,Type_6
12878,2284,352,19,190,53,767,182,203,156,1020,69.98,234.86,679.66,58.64,Type_10,Area_4,Type_6
12879,2121,296,18,124,32,212,168,232,204,745,62.79,160.35,1146.78,32.54,Type_10,Area_4,Type_6
12884,2299,264,14,162,66,1470,184,246,201,685,59.31,359.76,383.03,42.61,Type_2,Area_4,Type_6
12897,2356,328,21,85,24,1471,166,212,183,361,59.63,286.55,1099.89,50.88,Type_10,Area_4,Type_6
12899,2211,283,26,150,106,696,139,230,226,962,83.24,424.96,210.95,21.72,Type_10,Area_4,Type_6
12900,2277,0,28,218,61,636,168,177,137,990,30.66,251.15,1049.67,41.25,Type_10,Area_4,Type_6
12902,2127,16,25,85,15,277,189,179,118,774,46.29,419.84,348.11,19.01,Type_10,Area_4,Type_6
12911,2394,291,23,212,64,1500,149,229,217,408,63.16,449.68,1109.43,51.64,Type_10,Area_4,Type_6
12926,2386,336,11,192,57,1530,195,225,169,424,51.5,153.07,880.24,45.38,Type_10,Area_4,Type_6
12930,2184,316,24,153,47,1082,148,211,199,720,78.04,368.54,566.51,47.7,Type_10,Area_4,Type_6
12931,2300,299,25,175,52,890,144,222,215,1020,57.13,221.87,1057.25,16.95,Type_10,Area_4,Type_6
12932,2252,112,26,67,30,797,254,202,58,1063,79.05,292.42,1038.75,61.34,Type_4,Area_4,Type_6
12933,2286,307,30,270,197,713,124,206,214,1036,62.02,224.1,823.62,18.63,Type_10,Area_4,Type_6
12936,2253,312,27,60,13,1583,139,209,205,726,73.06,249.32,251.21,17.52,Type_6,Area_4,Type_6
12941,2183,303,28,120,46,1124,133,214,216,691,46.96,246.94,262.93,53.5,Type_10,Area_4,Type_6
12942,2263,290,34,218,145,780,107,213,235,1057,70.41,186.79,1067.27,22.75,Type_10,Area_4,Type_6
12943,2194,12,28,85,19,404,179,171,117,805,31.1,313.7,721.65,8.44,Type_10,Area_4,Type_6
12949,2261,295,23,85,29,1613,150,227,214,755,83.07,326.68,1059.99,16.25,Type_6,Area_4,Type_6
12950,2290,354,13,95,58,1600,198,217,157,750,35.12,368.97,854.09,42.96,Type_2,Area_4,Type_6
12956,2348,330,9,0,0,1329,199,229,170,537,72.4,307.45,682.19,32.81,Type_16,Area_4,Type_6
12957,2395,343,9,228,59,1495,202,226,163,484,88.4,170.84,557.78,44.53,Type_10,Area_4,Type_6
12958,2223,349,26,240,86,1064,164,188,156,812,83.59,247.83,578.77,46.74,Type_10,Area_4,Type_6
12959,2308,280,13,153,60,942,183,241,198,1022,50.55,176.25,1139.18,51.5,Type_11,Area_4,Type_6
12973,2305,104,16,120,57,953,245,218,98,1054,78.9,407.81,167.91,17.26,Type_11,Area_4,Type_6
12974,2250,36,33,90,34,531,197,148,63,892,49.39,186.59,826.3,36.65,Type_10,Area_4,Type_6
12988,2321,254,19,283,81,1680,174,249,211,874,30.37,271.82,542.08,10.28,Type_2,Area_4,Type_6
12989,2325,83,11,277,115,1680,236,220,114,892,57.85,219.69,919.84,44.52,Type_2,Area_4,Type_6
12995,2207,0,28,134,56,1429,166,175,136,418,53.01,319.5,630.91,58.78,Type_10,Area_4,Type_6
12997,2300,59,33,90,52,993,224,153,37,1090,71.57,230.48,1069.06,31.22,Type_4,Area_4,Type_6
12999,2282,348,31,67,42,924,148,174,154,1194,51.99,354.62,543.71,34.14,Type_10,Area_4,Type_6
13000,2280,28,26,150,58,904,200,172,96,1176,32.59,349.58,353.84,21.73,Type_10,Area_4,Type_6
13010,2283,338,25,216,80,930,157,195,173,1200,40.87,302.99,474.59,61.15,Type_10,Area_4,Type_6
13013,2262,256,7,85,18,1677,204,245,179,900,74.37,293.21,457.98,50.85,Type_2,Area_4,Type_6
13021,2271,258,13,60,16,997,187,247,198,1248,64.93,156.86,1127.61,11.83,Type_10,Area_4,Type_6
13022,2294,261,19,120,46,983,171,246,212,1253,82.01,279.35,327.74,51.95,Type_10,Area_4,Type_6
13023,2307,344,20,268,114,942,175,204,164,1230,87.2,278.02,1190.94,46.89,Type_10,Area_4,Type_6
13026,2314,274,29,210,50,1770,129,232,235,960,30.21,188.78,1056.58,29.19,Type_2,Area_4,Type_6
13032,2389,304,24,134,30,1190,148,220,209,693,51.6,284.99,626.82,15.05,Type_10,Area_4,Type_6
13034,2326,315,11,228,43,1142,192,231,180,960,35.93,368.53,800.33,57.47,Type_11,Area_4,Type_6
13036,2268,283,12,60,7,1026,186,240,194,1253,70.44,189.71,817.11,50.64,Type_10,Area_4,Type_6
13037,2319,337,22,342,137,882,168,205,173,1180,62.24,181.26,466.74,14.68,Type_10,Area_4,Type_6
13038,2284,74,24,30,14,582,240,187,64,765,56.65,367.61,455.89,16.44,Type_1,Area_4,Type_6
13039,2270,81,26,0,0,566,244,184,53,735,68.07,221.12,619.65,37.86,Type_1,Area_4,Type_6
13040,2227,55,22,30,-12,524,228,189,84,648,79.66,191.34,377.85,39.81,Type_10,Area_4,Type_6
13053,2414,302,28,175,55,1182,131,214,218,713,89.93,434.77,199.88,40.75,Type_10,Area_4,Type_6
13056,2212,343,10,0,0,1578,200,225,163,270,65.21,350.91,710.48,52.81,Type_14,Area_4,Type_6
13061,2260,276,17,60,20,1640,174,242,207,992,77.79,273.59,592.35,63.97,Type_2,Area_4,Type_6
13062,2282,302,19,124,18,1710,165,228,202,1001,47.29,419.83,670.85,12.77,Type_2,Area_4,Type_6
13072,2382,319,14,108,12,1091,182,226,183,780,81.74,293.3,237.29,42.34,Type_10,Area_4,Type_6
13073,2434,318,12,366,168,1337,189,229,180,644,40.86,447.62,204.54,57.09,Type_6,Area_4,Type_6
13074,2195,109,26,30,6,1500,253,201,59,516,62.65,176.53,600.78,7.08,Type_2,Area_4,Type_6
13075,2272,41,33,60,2,604,204,148,56,696,87.03,305.77,507.25,6.61,Type_10,Area_4,Type_6
13086,2335,297,6,210,52,1221,202,238,175,987,30.25,394.97,195.93,6.71,Type_11,Area_4,Type_6
13088,2285,312,13,30,8,1121,185,230,185,1245,88.13,153.24,806.21,34.23,Type_10,Area_4,Type_6
13089,2330,339,19,300,24,1080,174,208,171,1351,71.7,196.45,1078.85,42.53,Type_10,Area_4,Type_6
13094,2388,327,16,85,20,1008,180,220,180,859,36.38,243.1,697.82,26.32,Type_10,Area_4,Type_6
13095,2428,319,19,234,60,1110,168,219,190,800,84.4,161.29,598.31,60.9,Type_10,Area_4,Type_6
13104,2270,193,27,42,14,1657,206,249,162,1022,76.46,240.76,735.44,61.95,Type_1,Area_4,Type_6
13109,2265,348,13,150,49,1475,194,217,161,400,88.17,197.66,879.86,12.98,Type_10,Area_4,Type_6
13110,2247,111,20,85,28,1489,250,214,84,443,40.42,235.71,323.42,33.8,Type_2,Area_4,Type_6
13112,2365,324,22,323,59,1068,159,211,188,1290,61.54,312.15,435.01,48.33,Type_10,Area_4,Type_6
13113,2395,2,17,309,125,850,194,206,146,990,35.48,288.32,620.46,6.76,Type_6,Area_4,Type_6
13126,2221,107,19,30,9,1438,249,213,85,499,31.34,445.66,387.81,34.79,Type_2,Area_4,Type_6
13132,2261,339,18,85,22,1392,179,212,170,454,40.95,446.78,147.08,34.62,Type_10,Area_4,Type_6
13134,2331,256,20,85,25,1218,169,248,215,1366,54.72,187.74,671.59,54.27,Type_10,Area_4,Type_6
13135,2400,13,16,277,130,841,203,206,137,902,69.23,214.44,588.85,8.07,Type_6,Area_4,Type_6
13141,2394,350,12,42,2,845,198,220,160,1020,87.18,248.02,97.3,32.04,Type_16,Area_4,Type_6
13142,2275,327,19,127,36,1366,170,215,183,481,46.91,171.09,824.72,8.67,Type_10,Area_4,Type_6
13143,2237,116,17,60,18,1401,247,221,96,524,52.92,416.91,390.64,20.74,Type_2,Area_4,Type_6
13144,2217,335,9,42,5,1359,200,228,167,582,35.5,209.63,255.91,19.67,Type_14,Area_4,Type_6
13145,2334,297,18,330,51,1260,168,232,203,942,36.74,377.07,445.17,22.8,Type_11,Area_4,Type_6
13146,2351,314,16,270,68,1260,176,226,189,994,73.6,254.87,643.98,43.45,Type_11,Area_4,Type_6
13152,2265,349,20,192,72,1259,178,202,159,765,32.71,222.67,122.87,13.73,Type_10,Area_4,Type_6
13153,2284,292,21,268,102,1243,156,231,213,834,30.11,354.43,1053.51,18.97,Type_10,Area_4,Type_6
13155,2395,308,22,240,89,1191,153,220,204,1355,44.49,341.95,891.18,63.62,Type_10,Area_4,Type_6
13156,2413,354,13,390,107,1082,198,217,157,1206,33.74,178.33,539.59,47.28,Type_10,Area_4,Type_6
13161,2434,185,19,390,164,1055,220,250,155,511,62.26,283.97,607.87,14.96,Type_2,Area_4,Type_6
13162,2441,244,13,446,171,997,193,250,194,511,65.59,215.13,155.33,50.05,Type_2,Area_4,Type_6
13167,2287,339,20,150,32,1302,175,208,170,543,53.74,349.67,437.74,19.92,Type_10,Area_4,Type_6
13168,2402,289,26,240,96,1211,140,227,222,1358,41.32,180.76,900.77,48.21,Type_10,Area_4,Type_6
13169,2430,2,14,469,160,1022,199,212,149,1090,63.7,396.86,663.53,55.64,Type_6,Area_4,Type_6
13176,2423,185,17,351,153,1077,221,250,156,484,74.05,222.28,411.45,57.66,Type_2,Area_4,Type_6
13177,2464,240,8,466,211,874,206,247,179,503,75.45,226.11,726.24,20.86,Type_2,Area_4,Type_6
13181,2289,348,23,255,90,1194,169,194,159,828,35.59,355.31,764.23,11.91,Type_10,Area_4,Type_6
13182,2384,35,22,150,85,1184,212,187,102,1168,32.76,399.25,893.53,32.8,Type_10,Area_4,Type_6
13183,2437,356,15,488,167,1041,194,212,154,1095,36.7,249.77,341.3,41.76,Type_6,Area_4,Type_6
13184,2440,18,20,342,170,850,199,193,124,830,41.23,220.08,542.29,59.32,Type_6,Area_4,Type_6
13191,2254,80,14,67,7,1273,238,213,102,618,80.25,155.41,823.75,39.1,Type_2,Area_4,Type_6
13192,2259,333,21,162,40,1215,166,207,177,732,51.83,328.51,1049.34,20.87,Type_10,Area_4,Type_6
13193,2311,315,11,30,5,1215,190,231,181,1396,34.36,326.51,784.7,27.18,Type_10,Area_4,Type_6
13194,2371,272,25,180,65,1275,146,238,227,1426,64.13,263.61,548.31,31.9,Type_10,Area_4,Type_6
13199,2283,322,23,228,71,1167,154,209,192,792,50.71,224.54,527.13,15.31,Type_10,Area_4,Type_6
13204,2360,219,28,153,90,1239,176,252,199,458,79.5,169.34,612.39,28.3,Type_1,Area_4,Type_6
13206,2435,341,18,67,10,644,180,211,168,1221,84.99,337.14,1167.13,41.04,Type_10,Area_4,Type_6
13207,2448,299,15,42,-2,726,175,233,197,1159,67.69,433.94,151.13,28.63,Type_10,Area_4,Type_6
13208,2295,309,23,60,23,1159,151,218,205,713,80.42,181.15,1139.92,45.44,Type_10,Area_4,Type_6
13209,2261,98,22,67,14,1209,250,202,69,671,38.9,252.61,266.79,34.07,Type_2,Area_4,Type_6
13210,2345,336,27,382,146,1090,152,193,174,955,81.32,190.18,508.46,14.46,Type_10,Area_4,Type_6
13217,2398,328,16,335,72,1050,178,219,180,1087,48.81,301.91,208.14,26.87,Type_10,Area_4,Type_6
13218,2370,98,23,108,44,1077,250,201,66,1282,69.9,358.44,618.71,12.26,Type_5,Area_4,Type_6
13219,2394,306,26,210,88,1209,141,216,211,1412,80.38,241.56,1139.63,51.2,Type_10,Area_4,Type_6
13225,2343,250,18,180,73,1203,179,250,207,391,56.33,342.54,539.37,18.48,Type_1,Area_4,Type_6
13226,2475,271,11,420,222,815,191,244,192,376,44.04,269.61,811.8,59.63,Type_2,Area_4,Type_6
13229,2289,340,10,0,0,1082,200,226,165,792,36.57,154.88,260.27,57.79,Type_14,Area_4,Type_6
13230,2341,115,22,42,15,1063,252,212,76,1348,46.23,248.07,237.36,38.29,Type_5,Area_4,Type_6
13231,2426,294,25,270,120,1154,141,224,219,1361,32.8,433.05,184.72,52.97,Type_10,Area_4,Type_6
13238,2383,251,14,300,113,1082,187,249,199,313,71.62,207.56,262.78,43.57,Type_10,Area_4,Type_6
13243,2394,339,26,450,68,997,157,194,171,1040,38.9,436.3,996.86,63.0,Type_10,Area_4,Type_6
13244,2431,281,23,272,125,1140,151,235,221,1368,72.12,219.17,661.98,24.92,Type_10,Area_4,Type_6
13250,2295,340,29,30,20,1380,147,185,169,474,59.02,286.33,1172.02,48.94,Type_10,Area_4,Type_6
13258,2482,339,18,127,38,499,179,212,170,1369,50.81,429.82,591.24,18.38,Type_10,Area_4,Type_6
13259,2289,325,28,90,39,1091,141,197,190,854,32.19,322.35,818.76,47.93,Type_10,Area_4,Type_6
13265,2360,292,15,85,16,993,176,236,199,1514,64.87,332.59,925.0,9.95,Type_10,Area_4,Type_6
13266,2410,313,17,216,97,1065,173,225,192,1480,87.52,213.88,982.57,28.17,Type_10,Area_4,Type_6
13271,2300,331,26,30,18,1019,151,199,182,895,40.07,223.49,619.18,27.33,Type_10,Area_4,Type_6
13272,2357,318,23,270,110,953,154,212,195,979,49.61,151.4,276.51,46.5,Type_10,Area_4,Type_6
13278,2401,284,23,150,57,983,151,233,220,1556,71.46,447.88,567.89,29.53,Type_10,Area_4,Type_6
13280,2511,24,8,108,13,404,216,222,143,1477,81.24,179.89,511.08,34.84,Type_6,Area_4,Type_6
13281,2387,37,17,234,91,902,217,200,113,947,76.29,281.49,122.0,41.8,Type_10,Area_4,Type_6
13284,2298,333,18,42,16,1492,176,214,176,696,44.12,240.76,679.48,52.01,Type_10,Area_4,Type_6
13285,2471,305,18,285,49,870,169,228,198,150,63.45,277.34,373.81,29.83,Type_2,Area_4,Type_6
13290,2414,328,23,360,167,836,156,206,185,1101,44.06,392.57,218.63,35.22,Type_10,Area_4,Type_6
13291,2466,311,20,395,32,789,164,222,197,1200,61.95,400.19,963.16,30.45,Type_6,Area_4,Type_6
13293,2449,301,21,300,0,960,158,226,206,67,62.96,442.13,346.42,59.2,Type_10,Area_4,Type_6
13295,2504,103,8,30,6,404,234,230,127,1510,49.43,231.78,424.12,51.74,Type_6,Area_4,Type_6
13296,2372,42,19,124,18,872,219,195,104,990,43.2,286.81,1040.51,41.05,Type_10,Area_4,Type_6
13299,2515,326,14,108,32,242,184,224,179,1624,50.98,237.35,190.26,13.98,Type_10,Area_4,Type_6
13300,2511,76,10,67,6,339,232,222,121,1560,35.57,324.03,1149.86,57.38,Type_6,Area_4,Type_6
13302,2414,85,19,150,56,735,244,203,81,1421,42.81,259.06,763.77,57.39,Type_6,Area_4,Type_6
13304,2386,60,22,391,119,458,231,188,78,934,80.12,290.4,237.47,9.38,Type_3,Area_4,Type_6
13307,2324,321,15,150,42,1530,181,224,183,630,62.46,248.04,202.99,62.26,Type_10,Area_4,Type_6
13313,2381,274,21,85,22,1323,159,240,218,331,41.19,277.82,175.71,55.58,Type_10,Area_4,Type_6
13314,2433,255,18,277,12,1024,175,248,209,42,68.18,416.82,927.94,11.1,Type_10,Area_4,Type_6
13317,2381,315,25,182,75,816,146,211,201,1138,41.86,180.98,825.5,31.36,Type_10,Area_4,Type_6
